business_name,industry,business_type,size_of_business,website,website_qr,sell_products_online,tools_used,manage_customer_interactions,business_challenges,recommended_tools,social_media_followers,monthly_sales,ad_spend,customer_engagement
Watson Group,Tech,Manufacturing,Small,Yes,No,Yes,"Accounting, CRM, ERP",Social media,Marketing,"Email Marketing, Social Media Management, Generate Website QR Code",26270,4921,4735,21
"Thompson, Powers and Miller",Food,E-commerce,Large,No,No,Yes,"ERP, CRM, Analytics","Automated chatbots, CRM",Operational efficiency,"Accounting, Website Builder, Generate Website QR Code, ERP",27291,34995,216,6
Jones-Hicks,Retail,Retail,Large,Yes,No,Yes,Accounting,"In-store, CRM, Phone",Inventory management,"ERP, Generate Website QR Code, Inventory Management",31303,96172,5446,87
Price-Ruiz,Retail,Consulting,Medium,No,No,No,"Social Media Management, Inventory Management","CRM, Phone, In-store","Time management, Sales, Marketing","Email Marketing, CRM, Generate Website QR Code, Website Builder, Analytics, Social Media Management, E-commerce Platform, Workflow Automation, Project Management Tools",5234,36613,9092,65
Douglas LLC,Retail,Manufacturing,Small,No,No,Yes,"Analytics, Social Media Management, CRM, Accounting",Automated chatbots,Sales,"Analytics, Website Builder, Generate Website QR Code, CRM",2172,65902,338,23
Rocha-Garcia,Retail,Consulting,Large,Yes,No,No,"ERP, Accounting, CRM","Automated chatbots, In-store","Operational efficiency, Inventory management","Accounting, Generate Website QR Code, ERP, E-commerce Platform, Inventory Management",1779,96968,3178,17
Murphy and Sons,Finance,Manufacturing,Medium,No,No,Yes,"Email Marketing, Analytics, ERP, Inventory Management","In-store, Social media, Automated chatbots","Operational efficiency, Inventory management","Accounting, Generate Website QR Code, ERP, Website Builder, Inventory Management",3676,43225,682,64
"French, Mata and Estes",Tech,Retail,Medium,No,No,Yes,"Inventory Management, CRM","Automated chatbots, Phone",Operational efficiency,"Accounting, Website Builder, Generate Website QR Code, ERP",24169,55994,4346,38
Moore LLC,Retail,Manufacturing,Medium,No,No,Yes,"ERP, CRM, Accounting, Email Marketing",Email,"Sales, Operational efficiency","Accounting, Generate Website QR Code, ERP, Website Builder, Analytics, CRM",29355,70492,1909,2
Sweeney-Pennington,Retail,Manufacturing,Large,Yes,No,Yes,"Social Media Management, Analytics, Inventory Management",In-store,"Sales, Customer retention","Analytics, Generate Website QR Code, CRM, Automated Chatbots",29515,92316,7926,51
"Gordon, Williams and Shaw",Tech,Retail,Small,Yes,Yes,Yes,"ERP, Inventory Management",CRM,"Customer retention, Operational efficiency, Marketing","Email Marketing, Automated Chatbots, Accounting, ERP, Social Media Management, CRM",27414,46615,8975,84
"Gilbert, Martin and Patterson",Food,Manufacturing,Small,No,No,Yes,"Accounting, Inventory Management, Email Marketing","CRM, Social media","Marketing, Operational efficiency, Time management","Email Marketing, Accounting, Generate Website QR Code, ERP, Social Media Management, Website Builder, Workflow Automation, Project Management Tools",45970,53489,5473,100
"Byrd, Rodriguez and Chan",Food,Retail,Medium,Yes,No,Yes,"Analytics, Inventory Management, ERP",In-store,"Marketing, Customer retention","Email Marketing, Automated Chatbots, Generate Website QR Code, Social Media Management, CRM",33585,48003,3757,49
Heath-Snyder,Food,Service,Small,No,No,No,"CRM, Analytics","In-store, Email","Sales, Inventory management","Generate Website QR Code, ERP, Inventory Management, Website Builder, Analytics, E-commerce Platform, CRM",40781,25339,1196,15
"Clark, Sherman and Key",Finance,Retail,Small,Yes,No,No,ERP,"In-store, Automated chatbots",Time management,"E-commerce Platform, Workflow Automation, Generate Website QR Code, Project Management Tools",19499,67354,8369,5
Daniels-Mckinney,Food,Retail,Large,No,No,No,"Inventory Management, ERP, CRM","Automated chatbots, In-store, Phone","Customer retention, Time management, Operational efficiency","Automated Chatbots, Project Management Tools, Accounting, Generate Website QR Code, ERP, Website Builder, E-commerce Platform, Workflow Automation, CRM",4227,9247,5834,65
Andrews-Sutton,Tech,Service,Medium,No,No,No,"Inventory Management, Social Media Management, Analytics","Social media, In-store, Automated chatbots","Sales, Time management","Project Management Tools, Generate Website QR Code, Website Builder, Analytics, E-commerce Platform, Workflow Automation, CRM",35654,22771,1382,61
"Ibarra, Wilson and Stevens",Tech,Consulting,Large,Yes,Yes,Yes,"Social Media Management, Inventory Management, ERP",Automated chatbots,Sales,"Analytics, CRM",24790,46033,3007,85
Lopez Group,Food,Retail,Small,Yes,Yes,No,"Accounting, Inventory Management, Social Media Management","Email, Phone, Social media",Customer retention,"E-commerce Platform, CRM, Automated Chatbots",18668,26415,531,49
Webster-Ibarra,Food,Service,Small,Yes,No,No,Analytics,"Social media, Phone","Customer retention, Sales","Automated Chatbots, Generate Website QR Code, Analytics, E-commerce Platform, CRM",20398,58613,210,40
Myers-Moore,Retail,Consulting,Small,No,No,Yes,"Accounting, CRM","CRM, Email, Automated chatbots","Marketing, Inventory management","Email Marketing, Generate Website QR Code, ERP, Social Media Management, Website Builder, Inventory Management",26222,99723,4986,98
Roy Inc,Retail,Service,Large,Yes,No,No,CRM,Phone,Marketing,"E-commerce Platform, Social Media Management, Generate Website QR Code, Email Marketing",44468,91350,5077,54
Mills PLC,Retail,Consulting,Small,Yes,No,Yes,"Inventory Management, Accounting, CRM, Email Marketing","CRM, Email",Time management,"Workflow Automation, Generate Website QR Code, Project Management Tools",468,85712,5690,78
Cross-Garza,Tech,Service,Large,Yes,Yes,No,"Email Marketing, Accounting","Email, CRM, In-store","Inventory management, Sales, Time management","Project Management Tools, ERP, Inventory Management, Analytics, E-commerce Platform, Workflow Automation, CRM",17620,23563,8286,63
"Young, Ingram and Estes",Finance,Retail,Medium,Yes,Yes,No,"ERP, CRM","Email, Social media","Customer retention, Time management, Inventory management","Automated Chatbots, CRM, ERP, Inventory Management, E-commerce Platform, Workflow Automation, Project Management Tools",43347,87722,2452,8
"Ward, Dennis and Ruiz",Retail,Service,Medium,No,No,No,"Analytics, Accounting, CRM, ERP","Phone, CRM, In-store","Sales, Marketing, Operational efficiency","Email Marketing, Accounting, Generate Website QR Code, ERP, Website Builder, Analytics, Social Media Management, E-commerce Platform, CRM",41196,88221,6951,28
Nguyen-Oliver,Food,E-commerce,Large,Yes,Yes,Yes,"CRM, Email Marketing",Email,"Time management, Customer retention","CRM, Workflow Automation, Project Management Tools, Automated Chatbots",17948,49770,9185,12
Aguilar Ltd,Tech,Manufacturing,Large,Yes,Yes,No,"CRM, ERP, Inventory Management","CRM, Phone","Time management, Inventory management, Marketing","Email Marketing, Project Management Tools, ERP, Social Media Management, E-commerce Platform, Workflow Automation, Inventory Management",25469,84929,7740,18
Greene-Jackson,Food,E-commerce,Small,Yes,No,Yes,"Accounting, Inventory Management, CRM, Analytics",Email,Inventory management,"ERP, Generate Website QR Code, Inventory Management",6269,13907,416,67
Russell-Wells,Tech,E-commerce,Medium,No,No,No,"CRM, Accounting","In-store, Email, Phone",Inventory management,"Generate Website QR Code, ERP, Website Builder, E-commerce Platform, Inventory Management",7840,57767,3099,49
"Rodriguez, Stephenson and Lee",Food,Manufacturing,Large,No,No,Yes,"Inventory Management, Analytics",Email,"Inventory management, Customer retention, Sales","Automated Chatbots, Generate Website QR Code, ERP, Inventory Management, Website Builder, Analytics, CRM",44040,45963,5576,88
"Lynch, Mitchell and Anderson",Tech,Service,Large,No,No,Yes,"CRM, Accounting",Email,"Customer retention, Marketing, Time management","Email Marketing, Automated Chatbots, Project Management Tools, Generate Website QR Code, Social Media Management, Website Builder, Workflow Automation, CRM",6649,42668,6443,78
"Cross, Gray and Valencia",Retail,Manufacturing,Medium,Yes,Yes,Yes,"Social Media Management, Inventory Management, Email Marketing, Analytics",In-store,Marketing,"Social Media Management, Email Marketing",21028,22060,1563,53
Vega LLC,Retail,Manufacturing,Small,No,No,No,"Social Media Management, ERP",CRM,"Sales, Customer retention, Inventory management","Automated Chatbots, Generate Website QR Code, ERP, Inventory Management, Website Builder, Analytics, E-commerce Platform, CRM",15242,21880,6457,34
"Lopez, Bolton and Miller",Food,Service,Small,Yes,Yes,Yes,"Accounting, CRM, ERP, Email Marketing","In-store, Social media","Operational efficiency, Marketing, Time management","Email Marketing, Accounting, ERP, Social Media Management, Workflow Automation, Project Management Tools",10902,32167,4939,32
"Gardner, Salazar and Taylor",Retail,E-commerce,Medium,Yes,Yes,No,"ERP, Accounting","Phone, In-store",Sales,"E-commerce Platform, Analytics, CRM",49374,61363,6457,9
Hunt Ltd,Food,Manufacturing,Small,Yes,Yes,Yes,"Social Media Management, Analytics",Social media,"Marketing, Customer retention","Social Media Management, Email Marketing, CRM, Automated Chatbots",33435,87842,1047,14
"Johnson, Bruce and Spears",Finance,Manufacturing,Small,Yes,No,Yes,"ERP, Social Media Management, Email Marketing, CRM","CRM, Phone","Sales, Marketing, Inventory management","Email Marketing, Generate Website QR Code, ERP, Inventory Management, Social Media Management, Analytics, CRM",47539,49534,8731,82
Martinez-Coleman,Finance,Service,Small,No,No,Yes,"CRM, Inventory Management, ERP, Email Marketing",CRM,"Sales, Operational efficiency","Accounting, Generate Website QR Code, ERP, Website Builder, Analytics, CRM",12197,30283,7959,21
"Sims, Douglas and Chambers",Retail,Consulting,Large,Yes,Yes,Yes,"Email Marketing, Inventory Management",Automated chatbots,"Sales, Marketing","Email Marketing, Social Media Management, Analytics, CRM",37371,76773,7737,94
Levy-Barnes,Retail,Consulting,Small,Yes,Yes,Yes,"Accounting, Social Media Management, ERP, CRM","CRM, In-store, Automated chatbots","Inventory management, Sales, Marketing","Email Marketing, ERP, Inventory Management, Social Media Management, Analytics, CRM",44293,86196,526,18
Fowler-Dunlap,Finance,Consulting,Large,Yes,No,Yes,"Analytics, Inventory Management","Social media, In-store","Marketing, Operational efficiency","Email Marketing, Accounting, Generate Website QR Code, ERP, Social Media Management",9454,5444,6970,45
Green Inc,Tech,E-commerce,Small,Yes,No,No,"Analytics, Social Media Management, ERP","CRM, In-store","Operational efficiency, Inventory management","Accounting, Generate Website QR Code, ERP, E-commerce Platform, Inventory Management",23063,85969,3773,56
"Howard, Gonzales and Fernandez",Food,Manufacturing,Medium,No,No,No,Inventory Management,In-store,Customer retention,"Automated Chatbots, Generate Website QR Code, Website Builder, E-commerce Platform, CRM",29622,77782,6408,69
Jones and Sons,Tech,Consulting,Medium,No,No,No,Email Marketing,CRM,Customer retention,"Automated Chatbots, Generate Website QR Code, Website Builder, E-commerce Platform, CRM",30187,19241,153,6
Paul and Sons,Finance,Service,Large,Yes,No,No,CRM,"In-store, Social media, CRM","Customer retention, Marketing","Email Marketing, Automated Chatbots, Generate Website QR Code, Social Media Management, E-commerce Platform, CRM",12130,62045,4208,80
"Blanchard, Blair and Lee",Food,E-commerce,Large,No,No,No,"ERP, Analytics, CRM, Accounting",Phone,"Customer retention, Sales, Marketing","Email Marketing, Automated Chatbots, Generate Website QR Code, Website Builder, Analytics, Social Media Management, E-commerce Platform, CRM",49058,10927,4785,71
Clark-Myers,Retail,Retail,Medium,Yes,No,No,Inventory Management,"Email, In-store","Marketing, Customer retention","Email Marketing, Automated Chatbots, Generate Website QR Code, Social Media Management, E-commerce Platform, CRM",10945,42286,1391,63
Wheeler-Stafford,Retail,Retail,Large,Yes,Yes,No,"Accounting, CRM","Phone, Automated chatbots","Sales, Operational efficiency, Inventory management","Accounting, ERP, Inventory Management, Analytics, E-commerce Platform, CRM",28641,9971,8692,72
Stokes-Torres,Tech,Manufacturing,Medium,Yes,Yes,Yes,"Email Marketing, Social Media Management","Social media, Email, Phone","Marketing, Sales","Analytics, Social Media Management, Email Marketing, CRM",42053,88645,6031,82
Blair PLC,Retail,Consulting,Small,No,No,Yes,"ERP, Inventory Management, Analytics, CRM","Social media, Phone",Marketing,"Email Marketing, Social Media Management, Website Builder, Generate Website QR Code",5129,28082,2535,79
Henson Ltd,Finance,Service,Large,Yes,Yes,Yes,"ERP, Analytics, Email Marketing, Social Media Management",In-store,"Inventory management, Marketing","ERP, Social Media Management, Email Marketing, Inventory Management",9468,23574,8753,79
"Hanna, Chavez and Johnson",Retail,Manufacturing,Large,No,No,Yes,"Analytics, Inventory Management",CRM,Time management,"Workflow Automation, Website Builder, Generate Website QR Code, Project Management Tools",40802,13122,1755,7
"Diaz, Edwards and Lee",Tech,Retail,Small,No,No,Yes,Social Media Management,"CRM, Phone, Social media","Operational efficiency, Customer retention, Sales","Automated Chatbots, Accounting, Generate Website QR Code, ERP, Website Builder, Analytics, CRM",38099,80961,3733,54
Johnson Inc,Food,Manufacturing,Medium,No,No,No,Inventory Management,"Automated chatbots, CRM, In-store","Marketing, Sales, Time management","Email Marketing, Project Management Tools, Generate Website QR Code, Social Media Management, Website Builder, Analytics, E-commerce Platform, Workflow Automation, CRM",31350,37484,3132,73
Lee and Sons,Food,E-commerce,Small,No,No,Yes,Accounting,CRM,"Customer retention, Time management","Automated Chatbots, CRM, Generate Website QR Code, Website Builder, Workflow Automation, Project Management Tools",3176,70941,5999,90
May-Lang,Food,Service,Medium,Yes,Yes,No,Email Marketing,"In-store, Phone",Customer retention,"E-commerce Platform, CRM, Automated Chatbots",31186,4953,5680,54
"Ortiz, Hanson and Keith",Retail,Retail,Medium,No,No,No,"CRM, Analytics",Email,"Time management, Inventory management","Generate Website QR Code, ERP, Inventory Management, Website Builder, E-commerce Platform, Workflow Automation, Project Management Tools",106,56201,7725,92
